first_name,last_name,variant,state,purchase_freq,is_in_another_exp,result
Dean,Reitler,A,FL,low,0,0
Dottie,Dewar,A,TX,low,1,0
Cassi,Haroldson,A,FL,low,0,0
Chanel,Maillard,B,PA,medium,1,0
Virgina,Pinilla,A,MS,low,0,1
Hermila,Luczki,B,LA,low,0,0
Glen,Konopacki,A,AZ,low,1,0
Daniela,Figeroa,A,MI,low,0,0
Janey,Walthall,B,FL,low,1,0
Kasandra,Callaro,B,FL,medium,0,0
Brittni,Batman,B,CA,low,1,0
Mona,Stuer,A,FL,low,0,0
Adell,Herritt,A,FL,low,0,0
Erick,Devreese,A,TX,low,0,0
Carma,Nabours,A,PA,low,0,0
Dalene,Vocelka,B,NC,low,0,0
Lashaunda,Wolny,A,NY,high,1,0
Whitley,Castros,A,PA,low,0,0
Serina,Sergi,A,OH,low,1,0
Jolene,Bartolet,A,AZ,low,0,0
Junita,Hoa,A,NJ,low,1,1
Carin,Scipione,B,MD,low,0,0
Stephen,Staback,B,NJ,low,0,0
Shenika,Degroot,B,WA,low,0,0
Laurel,Francescon,A,FL,low,0,0
Jesusita,Konopacki,B,OR,low,0,0
Carin,Lawler,B,TN,low,0,1
Levi,Pelkowski,A,OH,low,0,0
Solange,Chavous,B,NY,medium,1,0
Portia,Corbley,B,NJ,low,0,1
Taryn,Motley,A,GA,low,0,0
Luisa,Slusarski,A,ID,low,0,0
Gail,Dilello,A,NY,low,0,0
Mollie,Fern,B,PA,low,0,0
Stephaine,Saras,B,NJ,low,0,0
Salome,Steffensmeier,A,OH,low,1,1
Ammie,Darakjy,A,OH,low,0,0
Catarina,Mclaird,B,PA,low,0,0
Arthur,Rentfro,A,CA,low,1,0
Natalie,Brossart,A,NC,low,1,0
Loreta,Palaia,A,IL,low,0,0
Rosio,Stockham,B,PA,medium,0,0
Valentine,Nachor,B,NJ,low,0,0
Lavonda,Nunlee,B,NC,low,0,0
Jade,Colaizzo,A,TX,low,0,0
Pete,Eanes,A,VA,low,0,0
Loren,Garufi,A,IL,low,0,0
James,Maclead,A,IN,low,0,0
Dean,Colla,B,PA,low,1,0
Alyce,Bowley,B,OH,low,1,0
Diane,Setter,B,MD,low,0,0
Gail,Rowling,A,OR,low,0,1
Stevie,Rhoden,B,CA,low,0,0
Louisa,Limmel,A,NY,low,0,0
Mari,Pinilla,A,NJ,low,1,0
Stephane,Stockham,A,FL,low,1,0
Dick,Rhym,A,MD,low,1,0
Leonora,Pagliuca,A,NC,medium,1,0
Alaine,Gudroe,B,CO,low,0,1
Skye,Fallick,A,IL,high,0,0
Chantell,Hudnall,A,RI,low,0,0
Roslyn,Hughey,B,TX,low,0,0
Trinidad,Waycott,A,MN,low,1,0
Stevie,Whobrey,B,NV,low,0,1
Hoa,Kampa,A,NY,low,1,0
Penney,Mauson,B,NY,low,1,0
Harrison,Vinning,A,MI,low,0,0
Charlene,Lueckenbach,B,MI,low,1,0
Noah,Heimann,B,CA,low,0,0
Penney,Corrington,B,PA,low,1,0
Laticia,Stem,B,TX,low,0,0
Layla,Isenhower,B,MD,low,0,0
Reita,Mastella,B,WY,high,0,1
Renea,Semidey,B,MI,low,0,0
Haydee,Pinilla,B,GA,low,0,0
Fabiola,Sama,B,AZ,low,0,0
Daniela,Lother,B,MD,low,0,0
Karl,Wenzinger,B,CA,low,1,0
Howard,Cousey,A,FL,high,0,0
Kristofer,Luczki,B,CA,low,1,0
Kerry,Sweigard,A,PA,low,0,0
Carmelina,Palaspas,B,NY,low,0,0
Dyan,Strassner,B,CT,low,0,0
Brett,Perin,A,HI,low,0,0
Sarah,Walthall,B,MA,high,1,0
Sylvia,Isenhower,A,PA,low,0,0
Vi,Hidvegi,B,TN,low,0,0
Kanisha,Crupi,A,NJ,low,1,1
Ty,Bolognia,B,VA,low,0,0
Lonny,Modzelewski,B,NY,low,0,0
Denise,Brachle,B,SC,low,0,0
Detra,Marrier,A,PA,low,0,0
Harrison,Ostolaza,B,OH,low,1,0
Ciara,Modzelewski,B,IL,low,0,0
Glen,Scriven,B,NY,low,0,0
Rikki,Luczki,A,PA,low,1,0
Graciela,Eroman,A,TX,medium,0,0
Dorothy,Hellickson,B,MN,high,0,0
Carma,Haufler,B,TX,low,1,0
Deonna,Samu,B,GA,low,0,1
Valentine,Greenbush,A,NJ,low,0,0
Lavonna,Frerking,B,NJ,low,0,0
Herman,Bilden,A,NY,low,1,0
Leota,Claucherty,B,OH,low,1,0
Barbra,Yaw,B,MO,low,0,1
Norah,Thyberg,B,CA,low,0,0
Brandon,Saylors,B,MO,low,0,0
Marjory,Iturbide,A,WA,low,0,0
Joesph,Pagliuca,A,FL,low,0,0
Sherita,Ketelsen,B,IL,low,0,0
Diane,Angalich,B,AZ,low,0,1
Kayleigh,Rauser,A,FL,low,0,0
Beckie,Perez,B,CA,low,0,0
Izetta,Gesick,B,NE,low,0,0
Erinn,Koppinger,B,MI,low,0,0
Maile,Francescon,B,PA,low,1,0
Donte,Caiafa,A,NJ,low,0,0
Gracia,Similton,A,CA,low,0,0
Rasheeda,Springe,A,WI,low,0,0
Shonda,Cronauer,A,IA,low,1,0
Maile,Poquette,B,NJ,low,1,0
Stephaine,Mccullan,A,AZ,low,1,0
Lonna,Riopelle,B,NJ,low,0,1
Lenna,Shin,B,GA,low,1,0
Loren,Emigh,B,TX,low,0,0
Layla,Hixenbaugh,B,NY,low,0,0
Elli,Lizama,A,CA,low,0,0
Judy,Lizama,B,NJ,low,0,0
Marjory,Onofrio,B,HI,low,0,0
Charlene,Mclaird,A,TX,low,0,0
Rikki,Malet,B,FL,low,0,0
Freeman,Timenez,B,TX,low,1,0
Lilli,Callaro,A,LA,high,1,1
Dean,Zane,B,NY,medium,0,0
Kallie,Scriven,B,CA,low,0,0
Thurman,Toyama,A,CA,low,1,0
Kaitlyn,Rhoden,B,AK,low,0,0
Pamella,Rim,A,IL,low,0,0
Yoko,Pontoriero,B,NY,medium,0,0
Josphine,Bilden,B,WI,low,0,0
Cecil,Bennick,A,PA,low,0,0
Sylvia,Riopelle,B,PA,low,0,1
Samira,Dickerson,A,LA,low,0,0
Sue,Poquette,B,KS,low,0,0
Rebecka,Acuff,A,NJ,low,0,0
Carlee,Semidey,A,MA,low,0,0
Mari,Herritt,A,CA,low,0,0
Cecily,Jacobos,B,NC,low,0,0
Keneth,Staback,B,NJ,low,0,0
Lucy,Eanes,B,WI,low,0,0
Gwenn,Myricks,A,NJ,low,0,0
Stephane,Suell,B,CO,low,0,1
Mitsue,Eroman,A,IL,low,0,0
Louvenia,Brideau,A,OH,low,0,0
An,Ruta,B,VA,low,0,0
Benedict,Klimek,B,GA,medium,1,0
Devorah,Turinetti,B,OH,medium,0,0
Margart,Delasancha,A,CA,low,1,1
Deonna,Polidori,A,MA,low,0,0
Rozella,Ferrario,A,HI,high,1,0
Delmy,Hixenbaugh,B,NJ,low,1,0
Gail,Meteer,B,FL,low,1,0
Xochitl,Juvera,B,NJ,low,0,0
Yvonne,Tegarden,B,TX,medium,0,0
Barrett,Duenas,B,CO,low,0,1
Bobbye,Degroot,A,CA,low,0,0
Laticia,Emigh,B,WI,low,0,0
Chauncey,Cookey,A,NJ,low,0,0
Linn,Vocelka,B,NJ,low,0,0
Hoa,Gabisi,B,NY,low,0,0
Jolene,Martabano,A,CA,low,1,0
Angella,Myricks,A,GA,low,0,1
Sylvia,Glick,B,MI,low,0,0
Daren,Wenzinger,B,TN,low,0,0
Joanna,Caldarera,B,NJ,low,0,0
Gladys,Rochin,B,VA,medium,1,0
Arthur,Callaro,B,CA,low,0,0
Mattie,Lother,A,CA,low,0,0
Gearldine,Kaniecki,B,CA,low,0,0
Dorthy,Juvera,A,NY,low,1,0
Emerson,Colaizzo,A,AZ,medium,0,0
Gail,Borgman,B,CA,low,0,0
Rolande,Newville,B,CA,low,1,0
Carin,Schoeneck,A,OH,low,0,1
Goldie,Saras,A,CA,low,0,0
Norah,Paskin,B,CA,low,0,0
Derick,Saras,B,MS,medium,0,0
Rikki,Lawler,A,CA,medium,1,1
Blondell,Villanueva,A,NJ,low,0,0
Jettie,Bitsuie,B,AZ,medium,0,0
Vallie,Pugh,B,MD,low,0,0
Alishia,Shields,B,CA,low,0,0
Tracey,Bowley,B,AK,low,0,0
Lilli,Sturiale,A,PA,low,0,0
Donette,Martabano,B,WA,low,0,0
Derick,Lindall,B,FL,low,0,1
Tasia,Leinenbach,A,VA,low,0,0
Yuki,Lother,B,NY,low,0,1
Penney,Halter,A,NC,low,0,0
Oretha,Maynerich,B,IL,medium,1,0
Garry,Palaia,A,NY,low,1,1
Glen,Zagen,B,GA,low,0,0
Fatima,Drymon,A,MA,high,1,0
Ressie,Kusko,B,AK,low,1,0
Lorrine,Oles,B,AZ,low,0,0
Melodie,Treston,A,TX,low,0,0
Geoffrey,Ogg,A,LA,low,0,0
Judy,Skursky,A,MA,low,0,1
Bernardo,Gehrett,A,NJ,low,1,0
Merlyn,Kitzman,B,TX,medium,1,0
Lynelle,Boulter,B,TX,low,0,0
Izetta,Wildfong,A,OR,low,0,0
Yuki,Pelkowski,A,NJ,low,0,0
Deeanna,Ferencz,A,TX,low,0,0
Maurine,Hamilton,B,GA,low,0,0
Whitley,Arias,B,MD,medium,0,0
Tawna,Butzen,A,TX,low,0,0
Johnna,Ferrario,B,NJ,low,0,0
Frederica,Thyberg,A,CA,low,0,0
Lorean,Steier,A,CA,low,0,0
Valentine,Chui,A,ID,low,0,0
Leonora,Husser,A,NJ,low,1,0
Mona,Bourbon,A,PA,low,0,0
Elza,Dinos,A,IL,low,0,0
Maile,Kiel,A,MN,low,0,0
Lashandra,Angalich,B,CA,low,0,0
Helaine,Hauenstein,A,LA,low,1,0
Ahmed,Maclead,A,PA,medium,0,0
Linn,Diestel,B,LA,low,0,0
Marjory,Rim,B,OH,low,0,0
Donette,Keetch,A,WI,low,1,0
Salena,Fallick,A,AZ,low,0,0
Kati,Meisel,B,NJ,high,0,0
Kimberlie,Kalafatis,B,TN,low,0,0
Charlene,Layous,B,PA,low,0,0
Andra,Lace,A,OH,medium,0,0
Glory,Saras,B,MN,low,0,0
Brock,Lipkin,B,NY,low,1,0
Whitley,Brideau,A,NJ,low,0,0
Art,Skulski,A,VA,low,0,0
Cory,Cloney,B,OH,low,0,0
Glory,Bevelacqua,B,NY,low,1,0
Cammy,Dilello,A,OH,low,1,0
Dalene,Onofrio,A,IL,low,0,0
Markus,Stockham,B,LA,low,0,0
Justine,Centini,B,OH,low,1,0
Lavonna,Melnyk,A,CA,low,0,0
Graciela,Waycott,B,MN,low,0,0
Gearldine,Lary,B,SC,low,1,0
Lili,Perez,B,FL,low,0,0
Donette,Sarbacher,B,CA,low,0,0
Gary,Heintzman,A,GA,low,1,0
Laticia,Fritz,A,NY,high,1,0
Rikki,Isenhower,A,OH,low,0,0
Stevie,Brideau,B,ME,low,0,0
Salena,Turinetti,B,CA,low,0,0
Martina,Suell,A,OH,low,0,0
Dominque,Moyd,A,CA,low,0,0
Ma,Semidey,A,PA,low,0,0
Felicidad,Wiklund,A,MA,low,1,0
Krissy,Dallen,A,FL,low,0,0
Alyce,Fredicks,A,GA,low,1,0
Quentin,Hochard,B,FL,low,1,0
Tyra,Toyama,B,LA,low,0,1
Daren,Perigo,B,HI,low,0,0
Bok,Beech,A,VA,low,0,0
My,Francescon,B,NY,low,0,0
Art,Lizama,B,OH,medium,0,0
Micaela,Dewar,B,PA,medium,0,0
Louisa,Mconnell,B,NC,low,0,0
Jacqueline,Montezuma,A,IL,medium,0,0
Alisha,Jacobos,A,NC,low,0,1
Lettie,Walthall,B,IL,low,0,0
Fernanda,Halter,A,TX,low,0,0
Quentin,Weirather,A,KY,low,0,0
Zona,Morasca,A,NY,low,0,0
Terrilyn,Caldarera,B,RI,low,0,0
Mona,Mulqueen,A,TX,medium,0,0
Gwenn,Kitty,B,LA,low,1,0
Erick,Maclead,B,NJ,low,0,0
Catarina,Emard,B,NE,low,1,0
Lucy,Borgman,A,AZ,low,0,0
Rasheeda,Hirpara,B,TX,low,0,0
Reena,Cloney,A,NJ,low,0,0
Thurman,Briddick,B,LA,low,0,0
Leslie,Lizama,A,SC,low,0,0
Ma,Daufeldt,A,MD,low,0,0
Lynelle,Miro,A,ME,low,0,0
Rhea,Saylors,B,AZ,low,1,0
Leonora,Tagala,B,WI,low,0,0
Raylene,Eschberger,B,FL,low,0,0
Elke,Nievas,B,TN,low,0,0
Veronika,Rhoden,A,CA,low,0,0
Theola,Mcrae,A,TX,low,0,0
Raina,Hollack,B,CA,low,0,0
Nan,Tollner,B,NJ,low,0,0
Cassi,Staback,B,IN,low,0,0
Earleen,Ferencz,B,OH,low,0,0
Gertude,Papasergi,B,WA,low,0,0
Talia,Cartan,B,IL,low,0,0
Joanna,Perigo,A,PA,low,0,0
Dominque,Thyberg,B,MD,low,0,0
Claribel,Riden,B,IA,low,0,0
Jennie,Ostolaza,A,NY,low,0,1
Markus,Garufi,B,NY,low,0,0
Rhea,Hagele,A,CA,low,0,1
Celeste,Uyetake,B,OH,low,1,0
Cyndy,Kines,B,WI,low,1,0
Abel,Meinerding,B,NY,low,0,0
Renea,Parlato,B,MI,low,0,0
Evangelina,Garufi,B,WI,low,0,0
Samira,Cousey,B,IL,low,0,0
Cathrine,Devreese,A,PA,low,0,0
Karl,Sarbacher,A,WA,medium,0,0
Dick,Lietz,A,IN,low,0,0
Louisa,Mcnease,B,MD,low,1,0
Sheron,Pagliuca,A,PA,medium,0,0
Abel,Ankeny,B,FL,low,0,0
Lai,Stenseth,A,CA,low,0,0
Jettie,Ostrosky,B,CA,low,0,0
Abel,Dhamer,B,TN,medium,1,0
Colette,Ventura,B,NV,low,0,0
Glenna,Labreche,A,DC,low,0,1
Chantell,Benimadho,A,MD,low,1,0
Youlanda,Gillian,B,RI,high,1,0
Vincenza,Bolognia,A,AZ,low,0,0
Ezekiel,Samara,B,IL,low,1,0
Herminia,Moyd,A,CA,low,0,0
Avery,Saulter,A,PA,low,1,0
Jeanice,Ryser,B,PA,low,0,0
Rolland,Weirather,B,VA,low,0,0
Stephaine,Dilello,B,CA,low,0,0
Ashlyn,Lary,A,PA,low,0,0
Gladys,Hoopengardner,B,CA,low,0,0
Vallie,Modzelewski,B,NJ,high,1,0
Rebecka,Linahan,B,TX,low,1,1
Jade,Tegarden,A,PA,low,1,0
Thurman,Isaacs,B,SD,low,0,0
Annabelle,Demesa,B,NY,low,0,0
Bernardo,Seewald,A,NY,low,0,0
Clay,Julia,A,NV,low,0,0
Rodolfo,Sergi,B,IL,low,0,0
Valentine,Birkner,A,CA,low,0,1
Arthur,Hollack,B,OR,low,0,0
Sylvia,Halsey,B,AZ,high,0,1
Paris,Cork,B,CA,low,0,0
Minna,Halter,A,PA,low,0,0
Jacqueline,Monarrez,A,AZ,medium,0,0
Nan,Rulapaugh,B,CA,low,1,1
Leota,Rodenberger,A,NC,low,0,1
Diane,Gochal,A,MI,low,0,0
Mozell,Emard,B,FL,low,0,0
Adell,Cloney,B,MD,low,0,0
Timothy,Haufler,A,MS,low,1,0
Tasia,Hoa,A,FL,low,0,0
Gail,Fredicks,A,WA,low,0,1
Peggie,Lacovara,B,CO,low,1,1
Theola,Sturiale,B,AZ,low,0,0
Caprice,Zepp,B,LA,low,0,0
Lucy,Zepp,A,HI,low,1,0
Elvera,Myricks,A,IL,low,0,0
Dottie,Lawler,A,TN,low,1,0
Christiane,Hagele,B,NC,low,0,0
Arminda,Tawil,A,CA,low,1,0
Izetta,Eroman,B,WI,low,0,0
Lashaunda,Saylors,A,OH,low,0,0
Mitsue,Gleich,A,NY,low,1,0
Terrilyn,Oldroyd,A,NJ,low,0,0
Lucy,Nunlee,A,WA,medium,0,0
Fabiola,Zane,B,NY,low,0,0
Daniela,Luczki,A,IN,low,0,0
Shawnda,Engelberg,B,MT,low,0,0
Ma,Latzke,B,CA,low,0,0
Delisa,Sengbusch,A,LA,low,0,0
Herman,Sengbusch,A,NJ,low,0,0
Serina,Cloney,A,CA,low,0,0
Simona,Morasca,B,CA,low,0,0
Kallie,Samu,A,MI,low,0,0
Reita,Meinerding,A,MD,low,0,0
Avery,Dubaldi,B,PA,low,0,0
Becky,Riopelle,A,MI,medium,0,0
Xochitl,Frerking,A,WY,medium,0,0
Denise,Madarang,B,MD,low,0,0
Alline,Caiafa,A,AK,low,0,0
Garry,Chui,B,ID,low,0,0
Diane,Auber,A,CO,low,0,0
Tarra,Maclead,A,TX,low,0,0
Ernest,Frankel,A,CA,low,0,0
Hermila,Gabisi,A,NV,low,0,0
Gail,Layous,B,VA,low,0,0
Elza,Lacovara,B,MN,low,0,0
Raina,Heintzman,A,MO,low,0,0
Scarlet,Abdallah,B,NY,low,0,0
Cherry,Birkner,B,IL,low,0,0
Maurine,Mai,A,CA,low,0,0
Elke,Degonia,A,NJ,medium,0,0
Daniel,Thyberg,B,WY,low,0,0
Benton,Sawchuk,A,AZ,low,0,0
Dottie,Tolfree,A,NY,low,0,0
My,Hagele,A,TX,low,0,0
Rolande,Stoltzman,A,ID,low,0,0
Stephaine,Fern,B,NJ,low,0,0
Teddy,Degroot,A,SC,low,0,0
Gail,Poquette,B,WA,low,0,0
Marge,Vinning,B,IL,low,1,1
An,Mai,A,AZ,low,0,0
Thurman,Rulapaugh,A,WA,medium,0,0
Mari,Shealy,B,MA,low,1,0
Mattie,Mcrae,B,NY,low,0,0
Herman,Iturbide,B,NJ,medium,0,0
Fausto,Dickerson,B,MD,low,0,0
Derick,Parvis,A,IL,low,0,0
Leonida,Loder,A,CA,medium,0,0
Dalene,Onofrio,A,OR,low,1,1
Levi,Knipp,A,CA,low,0,0
Rasheeda,Modzelewski,B,NC,medium,0,0
Terrilyn,Emigh,B,MO,low,0,0
Nana,Baltimore,B,FL,low,0,0
Thaddeus,Modzelewski,B,CO,low,0,1
Staci,Aredondo,B,KS,medium,0,0
Tasia,Ventura,B,MA,low,0,1
Gracia,Emard,B,NY,low,1,0
Heike,Sarbacher,A,CA,low,0,1
Cammy,Bergesen,B,MD,low,0,0
Annmarie,Fallick,B,TX,low,0,1
Ma,Sawchuk,B,OH,low,0,0
Aliza,Brachle,A,MN,low,1,0
Yoko,Keener,A,CA,low,0,0
Whitley,Latzke,A,MO,low,1,0
Dierdre,Wolfgramm,A,OH,low,0,0
Mirta,Theodorov,A,WA,low,0,1
Abel,Corrington,B,PA,low,0,0
Rosio,Kitty,A,TX,low,0,0
Mari,Venere,B,PA,low,0,0
Tresa,Devreese,A,NJ,low,1,0
Alex,Dilello,A,IL,low,0,0
Cristy,Suffield,A,NY,low,1,0
Dalene,Patak,B,CA,low,0,1
Keneth,Bilden,A,AZ,low,0,0
Edna,Chaffins,A,CA,low,0,0
Marge,Papasergi,A,CA,low,0,0
Dorothy,Kiel,B,IL,low,1,1
Markus,Rodefer,B,PA,low,0,0
Howard,Ostolaza,B,NJ,low,1,0
Merilyn,Kitty,A,NY,low,0,0
Iluminada,Halter,A,WI,low,0,0
Eden,Yaw,A,RI,low,0,1
Renea,Villanueva,A,NY,medium,0,1
Marti,Lary,B,NY,low,0,0
Harrison,Rodefer,B,NJ,low,1,0
Levi,Hollack,A,CA,low,1,0
Lemuel,Blunk,B,NY,low,0,0
Teri,Fishburne,A,CA,low,0,1
Chauncey,Caldarera,B,AK,low,1,0
Markus,Juvera,B,NJ,low,0,0
Corinne,Jayson,B,NJ,medium,0,0
Lizbeth,Aredondo,A,PA,low,0,0
Dierdre,Mirafuentes,B,LA,low,0,0
Luisa,Whobrey,A,LA,low,0,1
Nichelle,Campain,B,WI,low,0,0
Tegan,Isenhower,B,NC,medium,0,0
Jesusita,Emigh,A,HI,low,1,0
Theodora,Knipp,A,TN,low,1,0
Cyril,Riopelle,B,CA,low,1,0
Leonida,Poullion,A,CO,low,0,0
Lavera,Waymire,A,NJ,low,0,0
Renea,Ventura,B,MA,low,0,0
Nicolette,Schmaltz,B,KS,medium,0,0
Justine,Rantanen,B,PA,low,0,0
Quentin,Degroot,A,ID,low,1,0
Jani,Setter,A,NY,low,0,0
Donte,Brossart,A,CA,low,0,0
Vallie,Plumer,A,CO,low,0,0
Elke,Paprocki,B,TX,low,0,0
Dyan,Tomasulo,A,NV,low,0,1
Bulah,Mccullan,A,NJ,low,0,0
Luisa,Koppinger,B,ME,low,0,1
Devora,Whobrey,A,CA,low,0,0
Dalene,Fillingim,B,SC,low,0,0
Izetta,Buzick,A,CA,low,0,0
Adell,Mcnease,A,FL,low,0,0
Maryann,Honeywell,B,CA,low,0,0
Devorah,Lipke,A,PA,low,0,0
Jennifer,Semidey,B,FL,low,1,0
Lashawnda,Loader,A,MA,low,0,0
Freeman,Arceo,B,WI,low,1,0
Chaya,Shadrick,A,MD,low,0,0
Vincent,Morasca,A,CA,low,0,0
Catalina,Buemi,B,MI,low,0,0
Lashon,Yori,A,MS,low,0,0
Minna,Sengbusch,B,AZ,low,0,0
Tarra,Chaffins,A,CA,low,0,0
Paris,Rowling,A,CA,high,0,0
Natalie,Latzke,B,CA,low,0,1
Rhea,Buemi,B,MS,low,1,0
Helaine,Fern,A,CA,low,0,0
Sage,Brideau,B,IN,low,0,0
Cammy,Sergi,B,NJ,low,1,1
Loren,Lawler,A,FL,low,0,0
Staci,Hoffis,B,OH,low,1,0
Ruthann,Venere,A,PA,low,1,0
Mollie,Delasancha,B,NJ,low,0,0
Jettie,Palaspas,B,FL,low,0,0
Ezekiel,Lacovara,A,WI,low,0,0
Lynelle,Tolfree,A,NY,low,1,0
Cammy,Hamilton,B,CA,low,0,0
Chauncey,Perez,A,FL,low,0,0
Terrilyn,Caldarera,A,OH,low,0,0
Glenna,Perin,B,VA,low,1,0
Shawnda,Pedrozo,B,NE,low,0,1
Lili,Breland,B,CA,low,0,0
Adell,Gudroe,B,NJ,low,0,0
Malcolm,Steffensmeier,A,ND,low,1,1
Glenn,Farrow,B,WI,medium,0,0
Ronny,Hollack,B,NY,medium,0,1
Carma,Halsey,A,NJ,low,0,0
Irma,Borgman,A,OH,low,1,0
Kristofer,Bowley,B,IL,low,0,0
Yvonne,Kalafatis,B,NY,low,0,0
Felicidad,Gillian,A,FL,low,0,0
Sylvia,Skulski,A,NY,low,0,0
Billye,Abdallah,B,GA,low,0,0
Goldie,Bayless,A,NJ,low,0,0
Catarina,Adkin,B,IL,low,0,0
Cassi,Hoogland,B,WA,low,1,0
Izetta,Maillard,B,NJ,high,0,0
Marguerita,Garufi,A,MA,low,0,1
Kris,Auber,A,MA,high,0,0
Tegan,Timenez,A,TX,low,0,1
Daniela,Yum,A,MA,medium,0,0
Janine,Albares,A,MI,low,0,0
Kallie,Canlas,B,NJ,low,0,0
Twana,Ennaco,B,SC,low,0,0
Helene,Stuer,A,NV,low,0,0
Cecil,Good,A,IN,low,0,1
Tiera,Bartolet,B,MI,low,0,0
Shenika,Rantanen,A,WI,low,0,1
Barbra,Grenet,B,NJ,low,0,0
Paris,Thyberg,B,IL,medium,0,0
Maurine,Dhamer,A,MO,medium,0,0
Nobuko,Dickerson,A,CT,low,0,0
Wilda,Lungren,A,CA,medium,1,0
Ettie,Harabedian,A,TX,medium,1,0
Arthur,Darakjy,A,TN,low,1,1
Diane,Rentfro,B,NJ,low,0,0
Howard,Schoeneck,A,NY,low,0,0
Fabiola,Worlds,A,PA,low,0,0
Kris,Worlds,A,TX,low,0,0
Margart,Craghead,B,RI,low,0,0
Barbra,Bitsuie,A,NY,low,0,0
Jennifer,Meteer,A,TX,low,0,0
Josephine,Plumer,A,OH,medium,0,0
Sharee,Sturiale,A,NY,low,0,0
Thaddeus,Acuff,A,IN,low,0,0
Fannie,Gehrett,B,DC,low,1,0
Candida,Mcrae,A,MD,low,0,0
Minna,Glick,A,AZ,low,1,1
Frederica,Meinerding,B,MS,low,0,0
Carmelina,Frerking,B,NY,medium,0,0
Lisha,Gehrett,B,GA,low,0,0
Abel,Craghead,A,NJ,low,0,0
Malinda,Weglarz,B,AZ,low,0,0
Rolland,Shin,B,NY,low,0,0
Lonna,Nabours,A,TX,low,0,0
Thaddeus,Stenseth,B,CA,low,0,0
Refugia,Layous,A,AK,low,0,0
Alpha,Amyot,A,NC,low,0,0
Eladia,Wenner,B,PA,medium,0,0
Ruthann,Coyier,B,MI,low,0,0
Cordelia,Wardrip,A,CA,low,0,0
Herminia,Uyetake,A,IL,low,0,0
Mariann,Kolmetz,A,PA,low,0,0
Jettie,Treston,B,NJ,high,0,0
Cecily,Pontoriero,B,NJ,low,0,0
Felix,Rochin,A,NY,medium,0,0
Leatha,Isenhower,B,TX,low,0,0
Clorinda,Linahan,A,MI,medium,0,0
Stephaine,Acey,A,OH,low,1,0
Lynelle,Nayar,A,WY,low,0,0
Elouise,Hiatt,A,NJ,low,0,0
Joanna,Suell,B,CA,low,0,0
Billye,Crupi,B,PA,low,0,0
Nicolette,Inouye,B,MD,low,1,0
Estrella,Melnyk,A,OH,low,0,0
Viva,Steffensmeier,B,NJ,low,1,0
Venita,Paprocki,B,CA,low,0,0
Jolanda,Beech,B,WI,low,0,0
Teddy,Padilla,B,NJ,low,0,0
Kirk,Perez,A,CA,low,0,0
Lauran,Ryser,A,IN,low,0,0
Joni,Kolmetz,B,MN,low,0,0
Jerry,Maybury,A,NY,low,0,1
Alex,Figeroa,A,PA,low,0,0
Carissa,Cryer,B,TX,low,0,0
Eladia,Patak,B,MI,low,0,0
Wilda,Briddick,B,RI,high,1,1
Merilyn,Isenhower,B,SC,medium,0,0
Emerson,Hengel,B,TX,low,0,0
Laurel,Semidey,A,KY,low,0,0
Britt,Toelkes,A,IN,low,0,0
Delmy,Newville,B,IN,low,0,1
Staci,Rim,A,NJ,low,0,0
Beckie,Maile,B,PA,low,1,1
Luisa,Rentfro,A,PA,low,1,0
Yvonne,Suffield,A,CA,low,0,0
Carmelina,Kampa,B,FL,high,1,0
Brandon,Newville,B,FL,medium,0,0
Jennie,Glick,B,PA,low,0,1
Nana,Skursky,A,WA,low,0,0
Raylene,Nievas,B,NY,low,0,0
Talia,Schmierer,A,TN,low,0,0
Laticia,Daufeldt,B,IN,low,1,1
Geoffrey,Lawler,B,DC,low,1,0
Johnna,Dubaldi,A,CO,low,0,0
Donte,Thyberg,A,WA,low,0,0
Daniel,Ehmann,B,IN,medium,0,0
Sharee,Skulski,A,CA,low,0,0
Ettie,Gleich,B,NY,low,1,0
Rhea,Wide,A,RI,low,0,0
Carissa,Latzke,B,MI,low,0,0
Meaghan,Tawil,A,NY,medium,0,0
Weldon,Rochin,B,NM,medium,0,0
Mitzie,Zane,A,NJ,low,0,0
Diane,Sweigard,A,TX,low,0,0
Mattie,Regusters,B,CA,low,0,0
Kristofer,Pugh,B,CA,low,0,1
Roxane,Saras,A,CO,low,0,0
Tawna,Diestel,A,FL,low,1,0
Mitsue,Paskin,B,ID,low,0,1
Veronika,Jacobos,A,TX,low,0,0
Merissa,Waycott,B,CA,low,0,0
Arminda,Biddy,B,IN,low,1,0
Izetta,Mclaird,B,CA,low,0,0
Joni,Matuszak,A,PA,low,0,0
Maile,Klimek,B,CA,low,1,1
Aliza,Bruschke,A,NY,low,1,0
Bernardo,Merced,B,WI,low,0,1
Britt,Cousey,A,MN,low,0,0
Janine,Ankeny,A,FL,low,0,0
Avery,Cetta,A,NY,low,0,0
Edna,Campain,B,PA,low,0,1
Lisha,Chaffins,A,CA,high,1,0
Helga,Shinko,B,AK,low,0,0
Jennifer,Baltimore,B,NY,low,0,0
Marvel,Klimek,A,IN,low,0,0
Sue,Rowling,A,OH,low,0,0
Levi,Pagliuca,A,CA,low,1,0
Carmen,Schoeneck,A,NJ,low,0,0
An,Harabedian,A,NC,low,0,0
Laurel,Neither,B,WY,low,0,0
Galen,Grenet,B,NY,low,0,0
Ernest,Menter,B,IN,low,0,0
